MARKET,ITEMCODE,INAME,IMENUCAT,PRODUCTCAT,PRODUCTFAM
MCDAU,6690,BLAZING CHICKEN,Entrée,OTHERS,OTHERS
MCDAU,6705,CRISPY DELUX BURGER,Entrée,OTHERS,OTHERS
MCDAU,6710,CSPY DLX BAC BURGER,Entrée,OTHERS,OTHERS
MCDAU,6715,CLASSIC SERD BURGER,Entrée,OTHERS,OTHERS
MCDAU,6720,SEARED DELUX BURGER,Entrée,OTHERS,OTHERS
MCDAU,6725,SERD DLX BAC BURGER,Entrée,OTHERS,OTHERS
MCDAU,6750,MINI CRSP SNCK WRAP,Entrée,OTHERS,OTHERS
MCDAU,6760,MINI SERD SNCK WRAP,Entrée,OTHERS,OTHERS
MCDAU,6770,McDIPPERS,Entrée,OTHERS,OTHERS
MCDAU,7008,SML CAPPUCCINO,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7009,STND CAPPUCCINO,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7010,TALL CAPPUCCINO,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7018,SML FLAT WHITE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7019,STND FLAT WHITE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7020,TALL FLAT WHITE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7028,SML LONG BLACK,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7029,STND LONG BLACK,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7030,TALL LONG BLACK,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7038,SML CAFFE LATTE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7039,STND CAFFE LATTE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7040,TALL CAFFE LATTE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7041,ESPRESSO,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7052,SML VIENNA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7053,STND VIENNA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7054,TALL VIENNA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7061,MACCHIATO,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7078,SML MOCHA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7079,STND MOCHA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7080,TALL MOCHA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7095,SML HOT CHOCOLATE W MARSH,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7096,STND HOT CHOCOLATE W MARSH,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7097,TALL HOT CHOCOLATE W MARSH,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7108,SML HOT CHOCOLATE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7109,STND HOT CHOCOLATE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7110,TALL HOT CHOCOLATE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7113,STND ICED CHOCOLATE,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7114,TALL ICED CHOCOLATE,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7117,STD HZLNUT ICED LATT,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7118,TAL HZLNUT ICED LATT,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7119,STD CARA ICED LATT,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7120,TAL CARA ICED LATT,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7123,STND ICED COFFEE,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7124,TALL ICED COFFEE,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7128,STND ICED LATTE,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7129,TALL ICED LATTE,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7131,BABYCINO,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7132,STD VAN ICED LATT,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7133,TAL VAN ICED LATT,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7141,CHAMOMILE TEA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7143,DARJEELING TEA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7145,EARL GREY TEA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7147,ENGLISH B'FAST TEA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7149,LEMON LANE TEA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7151,MINT SOOTHER TEA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7153,GREEN TEA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7158,STND ICED MOCHA,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7159,TALL ICED MOCHA,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7195,STND CARAMEL LATTE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7196,SML CARAMEL LATTE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7200,TALL CARAMEL LATTE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7204,Jam Ball Donut,McCafe Pastries,OTHERS,OTHERS
MCDAU,7206,Choc Truffle Roll,McCafe Pastries,OTHERS,OTHERS
MCDAU,7216,PLAIN MINI C/CAKE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7218,RASPBRY MINI C/CAKE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7219,BLUEBRY MINI C/CAKE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7220,APPLE PIE MACARON,McCafe Pastries,OTHERS,OTHERS
MCDAU,7222,Choc Macaron,McCafe Pastries,OTHERS,OTHERS
MCDAU,7223,P'FRUIT MACARON,McCafe Pastries,OTHERS,OTHERS
MCDAU,7224,R'BERRY MACARON,McCafe Pastries,OTHERS,OTHERS
MCDAU,7225,CAPPUCCINNO MACARON,McCafe Pastries,OTHERS,OTHERS
MCDAU,7226,Lemon Macaron,McCafe Pastries,OTHERS,OTHERS
MCDAU,7227,Mango Macaron,McCafe Pastries,OTHERS,OTHERS
MCDAU,7231,CARAMEL SLICE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7233,MUDCAKE SLICE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7234,BANANA WALNUT SLICE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7240,AMERICAN BROWNIE SLICE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7245,Lamington,McCafe Pastries,OTHERS,OTHERS
MCDAU,7252,6 ASSORTED MACARONS,McCafe Pastries,OTHERS,OTHERS
MCDAU,7253,Mini Mint Slice,McCafe Pastries,OTHERS,OTHERS
MCDAU,7254,Mini Caramel Slice,McCafe Pastries,OTHERS,OTHERS
MCDAU,7255,Mini Cherry Slice,McCafe Pastries,OTHERS,OTHERS
MCDAU,7256,6 ASSORTED MACARONS,McCafe Pastries,OTHERS,OTHERS
MCDAU,7261,JAFFA CAKE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7262,RASPBERRY C/CAKE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7263,MANGO C/CAKE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7265,Carrot Cake,McCafe Pastries,OTHERS,OTHERS
MCDAU,7278,Citrus Tart,McCafe Pastries,OTHERS,OTHERS
MCDAU,7293,CHOCOLATE FRIAND,McCafe Pastries,OTHERS,OTHERS
MCDAU,7294,RASPBERRY FRIAND,McCafe Pastries,OTHERS,OTHERS
MCDAU,7299,WARM DBL CHOC CAKE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7301,CINN CUSTARD TART,McCafe Pastries,OTHERS,OTHERS
MCDAU,7307,NEW MINT SLICE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7311,BANOFFEE SLICE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7318,RBERRY & PEAR LOAF,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7319,RBERY&PEAR LOAF DL,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7340,Cupcake,McCafe Pastries,OTHERS,OTHERS
MCDAU,7354,DOTTY COOKIE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7372,DRK CHC CHRY COOKIE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7373,WHT CHCNUT GLUTFREE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7374,STICKY DATE COOKIE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7375,FIG & PECAN COOKIE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7376,TRPCHC FUDGE COOKIE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7382,CAFE BLUEBRY MUFFIN,McCafe Pastries,OTHERS,OTHERS
MCDAU,7383,CAFE MUD MUFFIN,McCafe Pastries,OTHERS,OTHERS
MCDAU,7384,CAFE APP&CIN MUFFIN,McCafe Pastries,OTHERS,OTHERS
MCDAU,7388,WALNUT & BRAN MUFFIN,McCafe Pastries,OTHERS,OTHERS
MCDAU,7411,ORIGINAL KK DONUT,McCafe Pastries,OTHERS,OTHERS
MCDAU,7416,HALF DOZ KK DONUTS,McCafe Pastries,OTHERS,OTHERS
MCDAU,7417,1/2 DOZEN ASSORTED KK,McCafe Pastries,OTHERS,OTHERS
MCDAU,7489,STND S'BERRY SMTH,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7490,TALL S'BERRY SMTH,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7491,STND MANGO SMTH,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7492,TALL MANGO SMTH,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7497,250ML APP JUICE,Beverages Cold,OTHERS,OTHERS
MCDAU,7499,WATER 600ml,Beverages Cold,OTHERS,OTHERS
MCDAU,7508,CHORIZO ROLL,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7509,CHORIZO ROLL DEAL,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7523,WHT CHS TOM SNDWICH,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7524,WML CHS TOM SNDWICH,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7525,WHT HAM CHS TOM SND,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7526,WML HAM CHS TOM SND,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7527,WHT HAM CHS SNDWICH,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7528,WML HAM CHS SNDWICH,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7530,SML CARAMEL MOCHA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7531,STND CARAMEL MOCHA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7532,TALL CARAMEL MOCHA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7533,SML HAZELNUT MOCHA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7534,STND HAZELNUT MOCHA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7535,TALL HAZELNUT MOCHA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7536,SML VANILLA MOCHA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7537,STND VANILLA MOCHA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7538,TALL VANILLA MOCHA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7539,SML WHT CHOC MOCHA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7540,STND WHT CHOC MOCHA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7541,TALL WHT CHOC MOCHA,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7543,WHT CHS TOM SND DL,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7544,WML CHS TOM SND DL,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7551,STRAWBERRY  DONUT,McCafe Pastries,OTHERS,OTHERS
MCDAU,7552,Chocolate Donut,McCafe Pastries,OTHERS,OTHERS
MCDAU,7553,PINEAPPLE  DONUT,McCafe Pastries,OTHERS,OTHERS
MCDAU,7554,CARAMEL  DONUT,McCafe Pastries,OTHERS,OTHERS
MCDAU,7555,JAM DONUT,McCafe Pastries,OTHERS,OTHERS
MCDAU,7556,PASSIONFRUIT DONUT,McCafe Pastries,OTHERS,OTHERS
MCDAU,7557,CINNAMON DONUT,McCafe Pastries,OTHERS,OTHERS
MCDAU,7562,FRUIT BAG,Sides,OTHERS,OTHERS
MCDAU,7563,UNCLE TOBYS YOGHURT,Desserts,OTHERS,OTHERS
MCDAU,7577,CHOC CHIP COOKIE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7584,Choc Macaron DL,McCafe Pastries,OTHERS,OTHERS
MCDAU,7585,P'FRUIT MACARON DL,McCafe Pastries,OTHERS,OTHERS
MCDAU,7586,R'BERRY MACARON DL,McCafe Pastries,OTHERS,OTHERS
MCDAU,7603,CAPUCINO MACARON DL,McCafe Pastries,OTHERS,OTHERS
MCDAU,7604,Lemon Macaron DL,McCafe Pastries,OTHERS,OTHERS
MCDAU,7605,Mango Macaron DL,McCafe Pastries,OTHERS,OTHERS
MCDAU,7616,SALAD SNDWICH,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7623,WHT HAM CHS SND DEAL,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7624,WML HAM CHS SND DEAL,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7633,Chicken Troppo Sandwich,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7634,Chicken Troppo Sandwich VM,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7659,CHICK CHILLI SND,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7660,Chicken Chilli Sandwich VM,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7662,HAM&CHS RELISH SND,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7663,Ham Chse & Relish Sandwich VM,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7665,CHK CHS BBQ TOAST,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7666,CHK CHS S/CHL TOAST,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7667,WHT CHS SNDWICH,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7668,WML CHS SNDWICH,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7669,WHT HAM TOM SND,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7670,BBQ CHCKN & CHS VM,Combo,OTHERS,OTHERS
MCDAU,7671,BEEF PIE MCCAFE,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7674,CHOC CAR CROISSANT,McCafe Pastries,OTHERS,OTHERS
MCDAU,7675,VAN SULTANA SWIRL,McCafe Pastries,OTHERS,OTHERS
MCDAU,7676,WML HAM TOM SND,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7701,HOT CROSS BUNS,McCafe Pastries,OTHERS,OTHERS
MCDAU,7702,HOT CROSS BUN DL,McCafe Pastries,OTHERS,OTHERS
MCDAU,7704,HAM & CHEESE CROISS,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7705,JAM & BUTTER CROISS,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7707,MINI MUFFIN,McCafe Pastries,OTHERS,OTHERS
MCDAU,7708,MINI MUFFIN DEAL,McCafe Pastries,OTHERS,OTHERS
MCDAU,7709,Large Croissant,McCafe Pastries,OTHERS,OTHERS
MCDAU,7711,Choc Croissant,McCafe Pastries,OTHERS,OTHERS
MCDAU,7712,CHOC CROISSANT DL,McCafe Pastries,OTHERS,OTHERS
MCDAU,7713,Sultana Scroll,McCafe Pastries,OTHERS,OTHERS
MCDAU,7717,Mini Caramel Swirl,McCafe Pastries,OTHERS,OTHERS
MCDAU,7720,SPINACH FETA STRUDL,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7730,BAK APRICOT DANISH,McCafe Pastries,OTHERS,OTHERS
MCDAU,7733,CAR PECAN ORNG LOAF,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7735,Banana Bread,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7736,6 Pack Mini Muffin,McCafe Pastries,OTHERS,OTHERS
MCDAU,7737,ORNG ALMOND MUFFIN,McCafe Pastries,OTHERS,OTHERS
MCDAU,7750,TRAVEL MUG,McCafe Add-Ons,OTHERS,OTHERS
MCDAU,7751,CAPP TRAVEL MUG,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7752,LATTE TRAVEL MUG,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7753,VIENNA TRAVEL MUG,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7754,MOCHA TRAVEL MUG,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7755,FLAT WHT TRAVEL MUG,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7756,LONG BLK TRAVEL MUG,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7757,HOT CHOC TRAVEL MUG,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7758,HOT CHOC TRAVEL MUG,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7761,DARJ TEA TRAVEL MUG,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7762,MINT TEA TRAVEL MUG,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7763,JASM TEA TRAVEL MUG,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7764,ENG TEA TRAVEL MUG,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7765,CHAM TEA TRAVEL MUG,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7766,LEMN TEA TRAVEL MUG,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7767,EARL TEA TRAVEL MUG,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7770,CAPP T/MUG REFILL,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7772,LATTE T/MUG REFILL,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7773,VIENNA T/MUG REFILL,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7774,MOCHA T/MUG REFILL,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7775,F/WHT T/MUG REFILL,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7776,L/BLCK T/MUG REFILL,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7777,HOTCHOC T/MUG REFIL,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7778,HOTCHOC T/MUG REFIL W MARSH,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7781,DARJ T/MUG REFILL,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7782,MINT T/MUG REFILL,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7783,JASMINE T/MUG REFIL,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7784,ENG T/MUG REFILL,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7785,CHAM T/MUG REFILL,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7786,LEMN T/MUG REFILL,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7787,EARL  T/MUG REFILL,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7802,SCONES(2) +JAM&CRM,McCafe Pastries,OTHERS,OTHERS
MCDAU,7803,SCONE(1) +JAM&CRM,McCafe Pastries,OTHERS,OTHERS
MCDAU,7808,RAISIN TOAST DEAL,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7812,VANILLA SYR BTL,McCafe Add-Ons,OTHERS,OTHERS
MCDAU,7813,HAZELNUT SYR BTL,McCafe Add-Ons,OTHERS,OTHERS
MCDAU,7814,CARAMEL SYR BTL,McCafe Add-Ons,OTHERS,OTHERS
MCDAU,7815,WHITE CHOC SYR BTL,McCafe Add-Ons,OTHERS,OTHERS
MCDAU,7831,CHCKN SLD SNDWICH,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7833,CHCKN MAYO SNDWICH,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7834,HAM SALAD SNDWICH,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,7835,Chocolate Muffin,McCafe Pastries,OTHERS,OTHERS
MCDAU,7836,Blueberry Muffin,McCafe Pastries,OTHERS,OTHERS
MCDAU,7837,Apple Oats Muffin,McCafe Pastries,OTHERS,OTHERS
MCDAU,7839,Spinach Feta Muffin,McCafe Pastries,OTHERS,OTHERS
MCDAU,7853,RAISIN TOAST (cafe),McCafe Pastries,OTHERS,OTHERS
MCDAU,7854,RAISIN TST DL CAFE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7881,WHL JAFFA CAKE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7882,WHL RASPBERRY CAKE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7883,WHL MANGO CAKE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7884,WHL CARROT CAKE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7891,WHL WARM DBLCHC CAK,McCafe Pastries,OTHERS,OTHERS
MCDAU,7896,BANANA BREAD DEAL,McCafe Pastries,OTHERS,OTHERS
MCDAU,7897,APRICOT DANISH DEAL,McCafe Pastries,OTHERS,OTHERS
MCDAU,7898,WARM DBL CHOC DEAL,McCafe Pastries,OTHERS,OTHERS
MCDAU,7903,STND MANGO FRAP,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7904,STND S'BERRY FRAP,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7906,STND CHAI TEA FRAP,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7907,TALL CHAI TEA FRAP,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7912,STND CHOCCO FRAP,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7913,STND LATTE FRAP,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7914,STND MOCHA FRAP,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7915,STND CARAMEL FRAP,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7917,CHOCOLATE MUFFIN DL,McCafe Pastries,OTHERS,OTHERS
MCDAU,7918,BLUEBERRY MUFFIN DL M,McCafe Pastries,OTHERS,OTHERS
MCDAU,7922,TALL STRAWBRY FRAP,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7923,TALL MANGO FRAP,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7932,TALL CHOCCO FRAP,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7933,TALL LATTE FRAP,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7934,TALL MOCHA FRAP,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7935,TALL CARAMEL FRAP,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,7957,SML HAZELNUT LATTE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7958,STND HAZELNUT LATTE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7959,TALL HAZELNUT LATTE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7961,SML VANILLA LATTE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7962,STND VANILLA LATTE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7963,TALL VANILLA LATTE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7965,SML VAN CHAI,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7966,STND VAN CHAI,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7967,TALL VAN CHAI,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,7989,COOKIE N CREAM CAKE,McCafe Pastries,OTHERS,OTHERS
MCDAU,7990,WHL COOKIE CRM CAKE,McCafe Pastries,OTHERS,OTHERS
MCDAU,8001,$1 BAC EGG,Bkfast Entrée,OTHERS,OTHERS
MCDAU,8006,$2.50 BAC EGG,Bkfast Entrée,OTHERS,OTHERS
MCDAU,8011,$2 BAC EGG H/BROWN,Combo,OTHERS,OTHERS
MCDAU,8012,$2 SAU EGG H/BROWN,Combo,OTHERS,OTHERS
MCDAU,8013,$2 BAC EGG,Bkfast Entrée,OTHERS,OTHERS
MCDAU,8014,$2 SAU EGG,Bkfast Entrée,OTHERS,OTHERS
MCDAU,8015,$2.50 SAU EGG,Bkfast Entrée,OTHERS,OTHERS
MCDAU,8019,$3 BAC EGG H/BROWN,Combo,OTHERS,OTHERS
MCDAU,8025,$1.95 BAC EGG,Bkfast Entrée,OTHERS,OTHERS
MCDAU,8026,Bacon & Egg McMuffin DEAL LSM,Combo,OTHERS,OTHERS
MCDAU,8027,Two B&E Muffins Deal,Combo,OTHERS,OTHERS
MCDAU,8028,B&E + S&E Muffins Deal,Combo,OTHERS,OTHERS
MCDAU,8030,LRG BAC EGG VM,Large BVM,OTHERS,OTHERS
MCDAU,8031,LRG PRONTO B&EGG VM,Large BVM,OTHERS,OTHERS
MCDAU,8032,LRG PRONTO B&EGG VM,Large BVM,OTHERS,OTHERS
MCDAU,8033,LRG MIGHTY MUFF DEAL WA,Large BVM,OTHERS,OTHERS
MCDAU,8034,2 BAC EGG $4.50,Combo,OTHERS,OTHERS
MCDAU,8041,2 BAC EGG 2 H/BROWN,Combo,OTHERS,OTHERS
MCDAU,8042,2 SAU EGG 2 H/BROWN,Combo,OTHERS,OTHERS
MCDAU,8043,S/EGG&B/EGG& 2 HASH,Combo,OTHERS,OTHERS
MCDAU,8045,2 SAU 2 H/BROWN LSM,Combo,OTHERS,OTHERS
MCDAU,8051,$1 SAU EGG,Bkfast Entrée,OTHERS,OTHERS
MCDAU,8052,$1.50 SAU EGG,Bkfast Entrée,OTHERS,OTHERS
MCDAU,8059,$3 SAU EGG H/BROWN,Combo,OTHERS,OTHERS
MCDAU,8062,Two S&E Muffins Deal,Combo,OTHERS,OTHERS
MCDAU,8065,$1.95 SAU EGG,Bkfast Entrée,OTHERS,OTHERS
MCDAU,8066,Saus & Egg McMuffin DEAL LSM,Combo,OTHERS,OTHERS
MCDAU,8070,LRG SAU EGG VM,Large BVM,OTHERS,OTHERS
MCDAU,8071,LRG PRONTO S&EGG VM,Large BVM,OTHERS,OTHERS
MCDAU,8072,LRG PRONTO S&EGG VM,Large BVM,OTHERS,OTHERS
MCDAU,8108,BREAKFAST BUNDLE,Combo,OTHERS,OTHERS
MCDAU,8113,AMERICAN BROWNIE LSM,McCafe Pastries,OTHERS,OTHERS
MCDAU,8121,LRG PRNT SAUMUFF VM,Bkfast Entrée,OTHERS,OTHERS
MCDAU,8122,LRG PRNT SAUMUFF VM,Large BVM,OTHERS,OTHERS
MCDAU,8152,$2 HOT CAKES w/SYR,Bkfast Entrée,OTHERS,OTHERS
MCDAU,8159,$5 HMB VM + RG CHOC,Medium EVM,OTHERS,OTHERS
MCDAU,8160,$5 HMB VM + RG STRW,Medium EVM,OTHERS,OTHERS
MCDAU,8161,$5 HMB VM + RG CARA,Medium EVM,OTHERS,OTHERS
MCDAU,8163,$5 HMB VM + APP PIE,Medium EVM,OTHERS,OTHERS
MCDAU,8177,$5 SCHBVM+RG CARSUN,Small EVM,OTHERS,OTHERS
MCDAU,8196,$3 GRAND ANGUS,Entrée,OTHERS,OTHERS
MCDAU,8197,$3 MIGHTY ANGUS,Entrée,OTHERS,OTHERS
MCDAU,8198,$3 GRAND CRSPY CHKN,Entrée,OTHERS,OTHERS
MCDHK,4841,ONION RINGS,Sides,OTHERS,OTHERS
